23088,58,-6.07,-0.58,5.49
466,93,1.46,1.17,0.29
4560,99,4.66,1.35,3.31
23792,99,3.35,1.35,2.0
6933,29,-0.29,-0.44,0.15
18938,74,-8.01,-0.27,7.74
1244,16,-2.72,-1.12,1.6
1656,61,3.79,2.98,0.81
12351,29,-6.36,-0.44,5.92
12862,91,-3.16,1.18,4.34
24928,72,6.36,1.08,5.28
11120,24,0.83,0.38,0.45
18507,60,-6.36,2.46,8.82
23897,48,-8.01,2.77,10.78
4305,4,7.91,0.4,7.51
2329,72,3.3,1.08,2.22
21928,17,-3.11,-0.64,2.47
8473,42,-3.59,-0.92,2.67
11276,38,6.07,1.07,5.0
23111,21,7.52,0.87,6.65
19914,10,3.35,1.81,1.54
16245,39,-3.79,1.0,4.79
2398,94,0.78,1.04,0.26
1561,68,5.29,2.56,2.73
15337,26,5.97,3.19,2.78
24728,79,3.3,1.12,2.18
6267,33,2.09,0.86,1.23
7172,68,3.45,2.56,0.89
16922,23,3.64,-1.69,5.33
9288,13,3.01,1.4,1.61
10126,13,5.97,1.4,4.57
13195,17,-2.72,-0.64,2.08
15819,25,-0.49,1.29,1.78
5743,37,9.22,1.3,7.92
21311,78,5.53,0.09,5.44
10481,19,1.02,-0.93,1.95
8135,77,-9.61,1.75,11.36
3795,58,0.0,-0.58,0.58
11065,96,8.83,1.67,7.16
13679,28,2.23,2.97,0.74
17544,68,1.46,2.56,1.1
13357,50,-9.42,-0.73,8.69
15591,15,7.96,-3.11,11.07
7256,52,3.3,2.94,0.36
17932,75,3.2,2.52,0.68
23698,49,0.53,3.67,3.14
21449,77,-9.42,1.75,11.17
18900,51,6.6,-0.13,6.73
22235,29,-0.63,-0.44,0.19
8534,29,4.08,-0.44,4.52
13354,16,0.68,-1.12,1.8
16421,63,7.18,-0.67,7.85
22349,55,8.06,1.76,6.3
19858,80,5.53,1.84,3.69
7354,80,7.04,1.84,5.2
22176,84,-0.05,0.92,0.97
15806,73,-9.66,-1.55,8.11
8103,72,0.87,1.08,0.21
23744,66,4.17,-0.86,5.03
15916,84,-7.62,0.92,8.54
21682,40,6.89,-0.32,7.21
18535,86,1.6,1.9,0.3
10261,23,0.87,-1.69,2.56
1306,15,-0.29,-3.1,2.81
3014,31,-5.44,3.16,8.6
17638,27,-9.95,1.52,11.47
14756,38,3.64,1.07,2.57
20330,28,4.22,2.97,1.25
8595,57,-2.57,-3.83,1.26
24540,10,-5.19,1.81,7.0
13439,61,-0.73,2.98,3.71
12281,60,8.83,2.46,6.37
7083,44,9.03,1.11,7.92
16894,99,-2.77,1.36,4.13
18464,38,3.2,1.07,2.13
5708,45,5.05,1.5,3.55
19923,20,7.52,2.1,5.42
276,90,1.7,2.04,0.34
11743,20,3.3,2.1,1.2
16243,12,4.56,-1.76,6.32
19490,80,1.89,1.84,0.05
2943,4,6.8,0.4,6.4
9849,47,3.88,1.83,2.05
10632,82,3.88,2.03,1.85
20979,45,4.32,1.5,2.82
15715,38,-7.04,1.07,8.11
305,75,-0.05,2.52,2.57
2681,0,1.8,0.9,0.9
3859,49,3.11,3.67,0.56
13299,19,5.87,-0.93,6.8
14821,44,-8.88,1.11,9.99
10144,38,3.2,1.07,2.13
11458,56,-5.1,-1.99,3.11
5130,66,3.59,-0.86,4.45
11568,7,3.11,-0.62,3.73
22306,54,1.17,0.51,0.66
23603,38,-7.91,1.07,8.98
24588,52,9.13,2.94,6.19
24082,56,-7.33,-1.99,5.34
5032,50,5.0,-0.73,5.73
13472,53,1.26,2.74,1.48
11749,24,1.7,0.38,1.32
4824,46,-7.82,1.56,9.38
1934,67,-7.77,2.64,10.41
15563,31,1.02,3.16,2.14
5387,15,-1.5,-3.1,1.6
7781,21,6.75,0.87,5.88
20540,4,3.88,0.4,3.48
16558,64,-6.75,2.27,9.02
10182,98,3.3,-0.03,3.33
8913,54,-2.33,0.51,2.84
15364,57,-9.81,-3.83,5.98
24913,26,-2.28,3.19,5.47
24180,53,-8.2,2.74,10.94
8991,5,3.25,1.59,1.66
1372,54,7.23,0.51,6.72
1605,31,5.29,3.16,2.13
15076,12,-3.88,-1.76,2.12
4516,11,1.99,1.45,0.54
15498,94,7.62,1.04,6.58
5185,51,5.73,-0.13,5.86
6331,48,3.35,2.77,0.58
22972,30,6.65,2.2,4.45
8151,24,-2.14,0.38,2.52
18006,82,4.08,2.03,2.05
6706,21,2.67,0.87,1.8
20371,87,-1.5,2.11,3.61
24521,45,-0.58,1.5,2.08
20693,76,0.78,0.72,0.06
17488,34,-0.58,3.01,3.59
10718,21,3.83,0.87,2.96
24716,10,0.87,1.81,0.94
20236,29,-1.6,-0.44,1.16
6618,58,0.0,-0.58,0.58
20863,77,0.83,1.75,0.92
20627,65,-0.29,2.54,2.83
15842,64,-0.29,2.27,2.56
15876,50,-2.48,-0.73,1.75
9776,48,1.65,2.77,1.12
8609,13,8.88,1.4,7.48
9671,19,0.87,-0.93,1.8
13003,7,7.86,-0.62,8.48
22941,12,-4.08,-1.76,2.32
21284,6,1.36,-0.43,1.79
18081,26,4.71,3.19,1.52
21287,70,-7.23,-0.69,6.54
15964,20,7.67,2.1,5.57
10836,12,1.99,-1.76,3.75
13505,81,5.53,0.9,4.63
16505,31,4.9,3.16,1.74
9227,75,8.16,2.52,5.64
5944,90,3.3,2.04,1.26
6052,94,6.5,1.04,5.46
9548,18,7.48,0.15,7.33
3114,67,-2.43,2.64,5.07
9706,62,2.62,0.25,2.37
17107,30,-1.65,2.2,3.85
15393,27,1.41,1.52,0.11
10704,45,-8.74,1.5,10.24
19509,37,6.17,1.3,4.87
5249,31,4.13,3.16,0.97
11320,31,5.73,3.16,2.57
13324,4,-7.48,0.4,7.88
1238,24,-9.51,0.38,9.89
23777,11,-2.72,1.45,4.17
23555,20,4.17,2.1,2.07
22933,5,-0.29,1.59,1.88
21944,73,-4.95,-1.55,3.4
4145,32,2.28,-1.37,3.65
10837,21,-6.36,0.87,7.23
2401,45,2.18,1.5,0.68
19135,59,5.24,-0.33,5.57
5735,33,3.45,0.86,2.59
20006,61,-6.41,2.98,9.39
10911,20,0.58,2.1,1.52
10933,91,9.08,1.18,7.9
23219,1,0.49,0.21,0.28
3132,69,-0.05,0.42,0.47
19144,55,1.07,1.76,0.69
9109,10,5.53,1.81,3.72
10976,82,6.89,2.03,4.86
14159,25,-2.67,1.29,3.96
23939,35,-5.68,3.31,8.99
20179,35,4.08,3.31,0.77
16106,49,0.49,3.67,3.18
16954,24,-4.13,0.38,4.51
21675,92,5.44,2.5,2.94
16248,23,-1.94,-1.69,0.25
1997,13,-3.54,1.4,4.94
19771,37,-1.84,1.3,3.14
2292,53,4.71,2.74,1.97
10510,64,-0.44,2.27,2.71
22171,52,9.03,2.94,6.09
8050,29,-5.92,-0.44,5.48
12540,68,8.83,2.56,6.27
10154,7,4.17,-0.62,4.79
17103,74,-5.63,-0.27,5.36
2779,46,-9.71,1.56,11.27
6696,10,9.22,1.81,7.41
9451,72,3.25,1.08,2.17

N = 200                  Did Recommend            Did not Recommend        
Should Recommend         0                        48                       
Should not Recommend     0                        152                      

Precision: 1.0
Recall: 0.02
F-1 Measure: 0.039
Overall Accuracy: 0.76
MAE: 4.04
-----------------------------------
166,73,-8.54,-1.55,6.99
13592,17,-0.34,-0.64,0.3
9321,26,3.4,3.19,0.21
779,91,-2.82,1.18,4.0
14281,59,-3.5,-0.33,3.17
23439,85,3.74,0.34,3.4
14231,48,8.88,2.77,6.11
11232,26,1.07,3.19,2.12
10408,62,8.3,0.25,8.05
16405,16,-3.64,-1.12,2.52
11143,48,6.17,2.77,3.4
17800,79,-0.78,1.12,1.9
24098,57,-3.45,-3.83,0.38
12119,90,4.56,2.04,2.52
19455,0,1.5,0.9,0.6
3094,67,6.02,2.64,3.38
5829,61,6.12,2.98,3.14
18844,30,-0.19,2.2,2.39
12951,18,-4.95,0.15,5.1
6672,43,-3.59,-2.11,1.48
780,28,2.72,2.97,0.25
15441,46,2.62,1.56,1.06
423,23,-2.91,-1.69,1.22
1091,10,-2.82,1.81,4.63
16519,69,1.26,0.42,0.84
10801,55,5.34,1.76,3.58
20804,93,2.43,1.17,1.26
10090,72,6.94,1.08,5.86
4483,16,-5.44,-1.11,4.33
5862,47,7.91,1.83,6.08
2213,31,7.23,3.16,4.07
23403,46,-2.23,1.56,3.79
10271,37,1.8,1.3,0.5
3140,7,1.8,-0.62,2.42
17600,99,5.87,1.35,4.52
21635,29,8.54,-0.44,8.98
7240,45,-0.73,1.5,2.23
7349,3,8.25,-1.45,9.7
7678,60,8.11,2.46,5.65
10339,40,3.98,-0.32,4.3
21397,40,-0.97,-0.32,0.65
1782,48,2.33,2.77,0.44
21754,35,7.72,3.31,4.41
7362,49,2.23,3.67,1.44
10477,11,4.17,1.45,2.72
8800,45,-1.89,1.5,3.39
7304,43,2.62,-2.11,4.73
12867,40,-7.43,-0.32,7.11
23894,68,0.53,2.56,2.03
9775,73,-2.57,-1.55,1.02
8660,8,-7.77,-0.56,7.21
22710,67,9.22,2.64,6.58
10614,18,4.13,0.15,3.98
745,31,0.29,3.16,2.87
3789,48,0.29,2.77,2.48
5174,92,6.46,2.5,3.96
16999,5,-1.7,1.59,3.29
1951,28,6.7,2.97,3.73
5297,31,6.31,3.16,3.15
6985,26,8.69,3.19,5.5
19597,61,3.93,2.98,0.95
13862,92,4.42,2.5,1.92
939,42,5.05,-0.93,5.98
21732,91,1.84,1.18,0.66
14168,36,-7.57,-1.36,6.21
19102,32,-6.02,-1.37,4.65
16414,40,-9.71,-0.32,9.39
14143,14,-6.31,-1.71,4.6
19578,87,-5.39,2.11,7.5
934,46,0.49,1.56,1.07
18208,59,-1.21,-0.33,0.88
22182,74,0.44,-0.27,0.71
4331,68,4.27,2.56,1.71
20106,31,1.41,3.16,1.75
15947,37,0.19,1.3,1.11
10879,89,-5.19,0.61,5.8
6286,9,5.97,1.3,4.67
7528,98,2.77,-0.03,2.8
15717,55,-5.68,1.76,7.44
20555,61,8.93,2.98,5.95
5112,13,2.52,1.4,1.12
10545,29,2.14,-0.44,2.58
3879,16,-7.04,-1.11,5.93
18437,94,-6.17,1.04,7.21
14592,29,-4.95,-0.44,4.51
10973,96,3.88,1.67,2.21
17353,27,4.03,1.52,2.51
881,48,-4.66,2.77,7.43
13315,71,3.59,2.76,0.83
19628,60,-4.95,2.46,7.41
3383,66,0.53,-0.86,1.39
5613,77,5.87,1.75,4.12
5110,1,-2.77,0.21,2.98
