6748,91,-0.83,1.18,2.01
14282,98,-7.52,-0.03,7.49
24335,50,1.31,-0.73,2.04
20681,64,1.31,2.27,0.96
16280,50,1.84,-0.73,2.57
13338,94,-2.72,1.04,3.76
3633,26,-0.39,3.19,3.58
15151,67,3.93,2.64,1.29
1989,16,2.48,-1.12,3.6
20513,57,8.25,-3.83,12.08
706,19,-9.03,-0.93,8.1
11510,63,1.41,-0.67,2.08
8475,39,2.18,1.0,1.18
4619,2,-0.73,0.32,1.05
24366,68,0.92,2.56,1.64
16550,8,2.18,-0.56,2.74
8503,39,-2.96,1.0,3.96
3418,8,4.66,-0.56,5.22
6796,37,2.57,1.3,1.27
15237,61,3.4,2.98,0.42
8137,17,-5.15,-0.63,4.52
20999,88,3.11,3.57,0.46
19005,27,7.28,1.52,5.76
14360,35,8.54,3.31,5.23
6073,12,-9.37,-1.76,7.61
8041,8,-2.86,-0.56,2.3
3353,41,1.21,1.97,0.76
8390,71,-0.97,2.76,3.73
13531,79,0.44,1.12,0.68
22794,57,-9.81,-3.83,5.98
22580,10,-9.61,1.81,11.42
20070,34,8.54,3.01,5.53
5235,55,0.78,1.76,0.98
16199,15,-9.66,-3.1,6.56
14821,13,-8.25,1.4,9.65
818,97,5.53,0.77,4.76
3948,85,-0.97,0.34,1.31
9061,38,4.32,1.07,3.25
10374,52,-1.94,2.94,4.88
8602,12,-8.83,-1.76,7.07
24935,1,-1.36,0.21,1.57
8094,14,-4.37,-1.71,2.66
21467,4,2.91,0.4,2.51
22447,12,-5.39,-1.76,3.63
12928,44,1.31,1.11,0.2
23393,30,4.81,2.2,2.61
4589,48,7.52,2.77,4.75
1904,52,1.41,2.94,1.53
20830,44,-8.93,1.11,10.04
3616,44,4.95,1.11,3.84
18757,79,-7.96,1.12,9.08
2291,22,-9.95,0.11,10.06
8820,60,3.69,2.46,1.23
3786,40,8.64,-0.32,8.96
4890,46,3.11,1.56,1.55
23612,52,6.94,2.94,4.0
15470,99,2.23,1.35,0.88
7851,97,-6.89,0.77,7.66
17127,57,-5.83,-3.83,2.0
344,0,8.69,0.9,7.79
12048,99,-0.15,1.35,1.5
20107,85,-8.54,0.35,8.89
9452,31,5.05,3.16,1.89
12829,73,0.63,-1.55,2.18
3296,1,-0.34,0.21,0.55
23111,42,-2.67,-0.92,1.75
23379,78,5.83,0.09,5.74
24172,74,-5.29,-0.27,5.02
24133,34,6.94,3.01,3.93
4108,42,4.37,-0.93,5.3
12848,60,8.11,2.46,5.65
13541,19,2.48,-0.93,3.41
10158,47,-2.33,1.83,4.16
18105,15,-6.02,-3.1,2.92
22648,76,4.9,0.71,4.19
17938,4,-8.79,0.4,9.19
8926,54,1.99,0.51,1.48
8638,27,-6.94,1.52,8.46
17365,51,5.58,-0.13,5.71
21631,61,-0.05,2.98,3.03
7467,33,-7.72,0.86,8.58
8554,3,-3.88,-1.45,2.43
20170,68,7.28,2.56,4.72
17334,16,-5.44,-1.11,4.33
1720,77,-3.54,1.75,5.29
15658,24,-1.55,0.38,1.93
23564,69,2.23,0.42,1.81
526,14,7.23,-1.71,8.94
3868,34,1.12,3.01,1.89
21189,2,0.0,0.32,0.32
11131,30,6.12,2.2,3.92
6017,6,6.8,-0.43,7.23
5301,2,6.26,0.32,5.94
14811,92,0.83,2.5,1.67
20750,50,-3.11,-0.73,2.38
15616,21,2.96,0.87,2.09
16019,24,1.89,0.38,1.51
12631,52,9.08,2.94,6.14
8226,18,-6.41,0.15,6.56
14077,10,1.02,1.81,0.79

N = 100                  Did Recommend            Did not Recommend
Should Recommend         0                        20
Should not Recommend     0                        80

Precision: 1.0
Recall: 0.048
F-1 Measure: 0.092
Overall Accuracy: 0.8
MAE: 4.09
-----------------------------------
16985,75,-0.83,2.52,3.35
19087,88,5.05,3.57,1.48
7964,4,8.79,0.4,8.39
19054,96,5.58,1.67,3.91
4954,39,8.5,1.0,7.5
10548,45,1.99,1.5,0.49
15888,45,-3.5,1.5,5.0
18595,73,-5.58,-1.55,4.03
14840,48,8.59,2.77,5.82
16272,2,3.64,0.32,3.32
17465,0,-0.29,0.9,1.19
4900,26,2.43,3.19,0.76
6095,12,-4.03,-1.76,2.27
19361,14,-7.72,-1.71,6.01
9174,54,8.3,0.51,7.79
1642,19,-9.66,-0.93,8.73
13449,34,5.05,3.01,2.04
20748,6,-2.91,-0.43,2.48
1351,21,3.25,0.87,2.38
11248,32,-6.94,-1.37,5.57
8009,75,7.77,2.52,5.25
11420,19,2.04,-0.93,2.97
10962,62,6.21,0.25,5.96
892,73,-7.67,-1.55,6.12
13457,25,-4.56,1.29,5.85
13836,55,5.87,1.76,4.11
24949,46,-2.04,1.56,3.6
5784,40,3.06,-0.32,3.38
9997,88,8.35,3.57,4.78
18144,20,-1.5,2.1,3.6
4892,27,1.94,1.52,0.42
4303,29,-8.2,-0.44,7.76
18442,41,2.62,1.97,0.65
4138,23,4.71,-1.69,6.4
16066,44,-1.99,1.11,3.1
10756,77,7.57,1.75,5.82
13212,24,1.5,0.38,1.12
12119,69,2.48,0.42,2.06
14419,47,1.5,1.83,0.33
16617,82,-0.73,2.03,2.76
20486,55,1.31,1.76,0.45
16357,13,1.89,1.4,0.49
1679,26,4.03,3.19,0.84
24599,65,4.85,2.54,2.31
6164,65,6.75,2.54,4.21
5622,64,2.91,2.27,0.64
24967,10,1.26,1.81,0.55
6196,46,3.79,1.56,2.23
8266,41,3.88,1.97,1.91
12612,62,2.33,0.25,2.08
15308,66,-0.44,-0.86,0.42
16222,33,-6.12,0.86,6.98
11987,5,-1.84,1.59,3.43
4146,64,6.6,2.27,4.33
6917,61,5.49,2.98,2.51
9547,58,5.29,-0.58,5.87
24724,22,-3.74,0.11,3.85
5518,52,5.53,2.94,2.59
10444,59,2.82,-0.33,3.15
22383,88,4.17,3.57,0.6
19260,1,5.68,0.21,5.47
20085,24,-7.18,0.38,7.56
855,19,1.46,-0.93,2.39
10218,4,7.77,0.4,7.37
13811,97,7.38,0.77,6.61
6296,12,3.06,-1.76,4.82
16927,34,7.04,3.01,4.03
103,68,-2.33,2.56,4.89
12575,6,8.01,-0.43,8.44
1905,3,6.5,-1.45,7.95
8841,67,5.0,2.64,2.36
12440,61,-0.15,2.98,3.13
10440,17,-0.44,-0.64,0.2
4020,61,-3.93,2.98,6.91
21044,41,-0.78,1.97,2.75
6437,21,-0.83,0.87,1.7
18363,28,7.28,2.97,4.31
15873,37,7.96,1.3,6.66
10997,66,-0.39,-0.86,0.47
14992,25,-2.33,1.29,3.62
1970,69,-9.42,0.42,9.84
7185,13,-2.09,1.4,3.49
24664,0,8.25,0.9,7.35
7660,4,-8.2,0.4,8.6
20136,31,-0.1,3.16,3.26
15042,20,-3.06,2.1,5.16
6451,2,4.51,0.32,4.19
13164,91,2.62,1.18,1.44
13895,48,-3.98,2.77,6.75
2898,35,-8.45,3.31,11.76
24514,22,-1.89,0.11,2.0
13042,56,-0.83,-1.99,1.16
14725,64,6.99,2.27,4.72
6275,35,4.81,3.31,1.5
3876,13,-8.35,1.4,9.75
22100,10,-3.4,1.81,5.21
13697,88,6.31,3.57,2.74
24938,37,1.21,1.3,0.09
5313,18,2.82,0.15,2.67
8021,95,-0.1,1.53,1.63

N = 100                  Did Recommend            Did not Recommend
Should Recommend         0                        29
Should not Recommend     0                        71

Precision: 1.0
Recall: 0.033
F-1 Measure: 0.064
Overall Accuracy: 0.71
MAE: 3.93
-----------------------------------
17379,49,6.07,3.66,2.41
18992,57,0.15,-3.83,3.98
19585,12,-3.98,-1.76,2.22
21429,38,-1.89,1.07,2.96
12694,80,3.16,1.84,1.32
9877,51,-1.46,-0.13,1.33
11292,71,0.53,2.76,2.23
10292,30,7.43,2.2,5.23
1282,59,-3.4,-0.33,3.07
2260,71,6.99,2.76,4.23
4123,0,-1.55,0.9,2.45
18035,84,1.02,0.92,0.1
16181,48,-2.91,2.77,5.68
19861,78,-1.84,0.09,1.93
19836,18,-0.63,0.15,0.78
21314,55,6.8,1.76,5.04
24436,49,9.17,3.66,5.51
8794,35,4.66,3.31,1.35
19312,66,2.38,-0.86,3.24
9909,71,4.08,2.76,1.32
6267,18,5.29,0.15,5.14
16548,46,3.59,1.56,2.03
23837,9,-7.67,1.3,8.97
17014,77,2.77,1.75,1.02
13566,4,1.02,0.4,0.62
8172,38,6.31,1.07,5.24
15058,32,8.88,-1.37,10.25
11953,56,-6.5,-1.99,4.51
5857,50,7.86,-0.73,8.59
15593,65,7.04,2.54,4.5
1662,65,-1.26,2.54,3.8
6558,42,-0.44,-0.92,0.48
21156,19,1.17,-0.93,2.1
1449,17,-2.04,-0.64,1.4
9462,69,-3.88,0.42,4.3
12279,65,3.88,2.54,1.34
3723,50,8.5,-0.73,9.23
10387,73,-0.29,-1.55,1.26
57,49,6.55,3.66,2.89
13668,20,-7.28,2.1,9.38
6868,22,3.88,0.11,3.77
23584,98,0.15,-0.03,0.18
6023,21,-9.42,0.87,10.29
9199,39,7.14,1.0,6.14
16038,10,4.95,1.81,3.14
10506,7,1.55,-0.62,2.17
